band,channel,index,macaddr,mode,radio_name,radio_type,spatial_stream,status,tx_power,utilization,ap_ap_deployment_mode,ap_client_count,ap_firmware_version,ap_group_name,ap_ip_address,ap_macaddr,ap_model,ap_name,ap_public_ip_address,ap_last_modified
0,1,1,RADIO_8c02a350a63b,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,4.0,15.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_1306c0203756,AP_ae1ed27055e6,635,AP-CEDU68,158.109.XXX.XXX,1749706421
3,,2,RADIO_6f67a3dcd994,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_1306c0203756,AP_ae1ed27055e6,635,AP-CEDU68,158.109.XXX.XXX,1749706421
1,100,0,RADIO_447b161a01ca,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8ff702f86289,AP_514c64231c72,635,AP-CCOM48,158.109.XXX.XXX,1747081675
0,1,1,RADIO_8c6a655170a1,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,58.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8ff702f86289,AP_514c64231c72,635,AP-CCOM48,158.109.XXX.XXX,1747081675
3,,2,RADIO_951ce4c88ed7,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_8ff702f86289,AP_514c64231c72,635,AP-CCOM48,158.109.XXX.XXX,1747081675
1,136,0,RADIO_fe315b103101,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_f349f2017747,AP_716ec39a3c65,635,AP-VET55,158.109.XXX.XXX,1747356295
0,6,1,RADIO_80202bd9d8cf,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,42.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_f349f2017747,AP_716ec39a3c65,635,AP-VET55,158.109.XXX.XXX,1747356295
3,,2,RADIO_166fc5aabcdd,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,6,10.6.0.3_90581,Bellaterra,IP_f349f2017747,AP_716ec39a3c65,635,AP-VET55,158.109.XXX.XXX,1747356295
1,136,0,RADIO_edb4992d504b,0,Radio 5 GHz,802.11ax,2x2:2,Up,18.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_06ce07846d3b,AP_aaf92115581d,635,AP-CEDU19,158.109.XXX.XXX,1749706872
0,11,1,RADIO_f21aff052651,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,32.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_06ce07846d3b,AP_aaf92115581d,635,AP-CEDU19,158.109.XXX.XXX,1749706872
3,,2,RADIO_2329546d8c7d,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_06ce07846d3b,AP_aaf92115581d,635,AP-CEDU19,158.109.XXX.XXX,1749706872
1,132,0,RADIO_aed8bb25662d,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_923197f9f9dd,AP_f77db13b99f5,635,AP-CEDU45,158.109.XXX.XXX,1747356292
0,11,1,RADIO_83b65716571c,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,11.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_923197f9f9dd,AP_f77db13b99f5,635,AP-CEDU45,158.109.XXX.XXX,1747356292
3,,2,RADIO_7279e5abc6ae,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_923197f9f9dd,AP_f77db13b99f5,635,AP-CEDU45,158.109.XXX.XXX,1747356292
1,36,0,RADIO_76fb65faa23c,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_192fe63f9641,AP_07473f5fc7f5,635,AP-CEDU37,158.109.XXX.XXX,1749706515
0,6,1,RADIO_0128ebdfe2cd,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,4.0,30.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_192fe63f9641,AP_07473f5fc7f5,635,AP-CEDU37,158.109.XXX.XXX,1749706515
3,,2,RADIO_ebb59937bf0e,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_192fe63f9641,AP_07473f5fc7f5,635,AP-CEDU37,158.109.XXX.XXX,1749706515
1,132,0,RADIO_db168a64d34f,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8353fcfa492b,AP_8bc888a54296,635,AP-ETSE41,158.109.XXX.XXX,1747064197
0,1,1,RADIO_389e38be7ed3,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,33.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8353fcfa492b,AP_8bc888a54296,635,AP-ETSE41,158.109.XXX.XXX,1747064197
3,,2,RADIO_d4f3d6672df8,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_8353fcfa492b,AP_8bc888a54296,635,AP-ETSE41,158.109.XXX.XXX,1747064197
1,120,0,RADIO_6f9f2061eece,0,Radio 5 GHz,802.11ax,2x2:2,Up,19.0,4.0,IAP,17,10.6.0.3_90581,Bellaterra,IP_5f454de70541,AP_2dc102447d3f,635,AP-DRET30,158.109.XXX.XXX,1749539987
0,1,1,RADIO_0fe3b8d464a3,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,66.0,IAP,17,10.6.0.3_90581,Bellaterra,IP_5f454de70541,AP_2dc102447d3f,635,AP-DRET30,158.109.XXX.XXX,1749539987
3,,2,RADIO_580ed34892b8,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,17,10.6.0.3_90581,Bellaterra,IP_5f454de70541,AP_2dc102447d3f,635,AP-DRET30,158.109.XXX.XXX,1749539987
1,112,0,RADIO_899b1ad1d53e,0,Radio 5 GHz,802.11ax,2x2:2,Up,18.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_2654811adbb1,AP_9b1f6be1030b,635,AP-CEDU27,158.109.XXX.XXX,1749728027
0,11,1,RADIO_8efec7e22079,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,7.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_2654811adbb1,AP_9b1f6be1030b,635,AP-CEDU27,158.109.XXX.XXX,1749728027
3,,2,RADIO_87e8f3b43bcf,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_2654811adbb1,AP_9b1f6be1030b,635,AP-CEDU27,158.109.XXX.XXX,1749728027
1,136,0,RADIO_d44a45078988,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_88bb6de9e07b,AP_fbcc78e487c6,635,AP-ETSE69,158.109.XXX.XXX,1747074649
0,1,1,RADIO_648328f208b2,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,51.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_88bb6de9e07b,AP_fbcc78e487c6,635,AP-ETSE69,158.109.XXX.XXX,1747074649
3,,2,RADIO_9759d2f890f0,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_88bb6de9e07b,AP_fbcc78e487c6,635,AP-ETSE69,158.109.XXX.XXX,1747074649
1,132,0,RADIO_1b23c119eea6,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,3.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_90d12cc970f3,AP_604143ea2c4e,635,AP-CEDU11,158.109.XXX.XXX,1749706499
0,6,1,RADIO_dc38b0ee8acd,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,10.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_90d12cc970f3,AP_604143ea2c4e,635,AP-CEDU11,158.109.XXX.XXX,1749706499
3,,2,RADIO_d3d13820d5e2,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_90d12cc970f3,AP_604143ea2c4e,635,AP-CEDU11,158.109.XXX.XXX,1749706499
1,140,0,RADIO_854d26c4bd36,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_15db995beb6f,AP_bcda2714b0b2,635,AP-CEDU02,158.109.XXX.XXX,1749706523
0,11,1,RADIO_fc543017c2b4,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,46.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_15db995beb6f,AP_bcda2714b0b2,635,AP-CEDU02,158.109.XXX.XXX,1749706523
3,,2,RADIO_d76dedd8cd9e,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_15db995beb6f,AP_bcda2714b0b2,635,AP-CEDU02,158.109.XXX.XXX,1749706523
1,136,0,RADIO_16df76034524,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_68ad8b6a4def,AP_621b4ce44c2c,635,AP-ETSE52,158.109.XXX.XXX,1747356292
0,11,1,RADIO_837ca25290d6,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,18.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_68ad8b6a4def,AP_621b4ce44c2c,635,AP-ETSE52,158.109.XXX.XXX,1747356292
3,,2,RADIO_d59390d8ce36,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_68ad8b6a4def,AP_621b4ce44c2c,635,AP-ETSE52,158.109.XXX.XXX,1747356292
1,100,0,RADIO_3bd4784709b7,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,3.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_0cd0e3aba37b,AP_d22357c788e8,635,AP-ETSE68,158.109.XXX.XXX,1747356288
0,1,1,RADIO_98a003b0c71d,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,50.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_0cd0e3aba37b,AP_d22357c788e8,635,AP-ETSE68,158.109.XXX.XXX,1747356288
3,,2,RADIO_7204265c6866,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_0cd0e3aba37b,AP_d22357c788e8,635,AP-ETSE68,158.109.XXX.XXX,1747356288
1,140,0,RADIO_db871df19610,0,Radio 5 GHz,802.11ax,2x2:2,Down,18.0,4.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0295ce66d7ec,AP_ddfb3c8eb7fc,635,AP-IGOP03,213.97.XXX.XXX,1746783428
0,6,1,RADIO_ac177c51e3a8,0,Radio 2.4 GHz,802.11ax,2x2:2,Down,10.0,81.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0295ce66d7ec,AP_ddfb3c8eb7fc,635,AP-IGOP03,213.97.XXX.XXX,1746783428
3,,2,RADIO_5dbac7f47394,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_0295ce66d7ec,AP_ddfb3c8eb7fc,635,AP-IGOP03,213.97.XXX.XXX,1746783428
1,128,0,RADIO_ef0d6b9a0334,0,Radio 5 GHz,802.11ax,2x2:2,Up,18.0,6.0,IAP,16,10.6.0.3_90581,Bellaterra,IP_882bedc86908,AP_45110fe982f4,635,AP-BIBCIE08,158.109.XXX.XXX,1747356294
0,6,1,RADIO_1d6967752dfb,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,57.0,IAP,16,10.6.0.3_90581,Bellaterra,IP_882bedc86908,AP_45110fe982f4,635,AP-BIBCIE08,158.109.XXX.XXX,1747356294
3,,2,RADIO_227088974144,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,16,10.6.0.3_90581,Bellaterra,IP_882bedc86908,AP_45110fe982f4,635,AP-BIBCIE08,158.109.XXX.XXX,1747356294
1,132,0,RADIO_b35b965091e3,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0f5bd40e20c1,AP_1dd768ea88fb,635,AP-FTI07,158.109.XXX.XXX,1747356296
0,1,1,RADIO_e18373471e0a,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,32.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0f5bd40e20c1,AP_1dd768ea88fb,635,AP-FTI07,158.109.XXX.XXX,1747356296
3,,2,RADIO_4178495eece0,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_0f5bd40e20c1,AP_1dd768ea88fb,635,AP-FTI07,158.109.XXX.XXX,1747356296
1,116,0,RADIO_b1cc7787118c,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_18a56957c554,AP_06d065f10317,635,AP-CIEN133,158.109.XXX.XXX,1747061972
0,1,1,RADIO_e9d7409c411e,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,16.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_18a56957c554,AP_06d065f10317,635,AP-CIEN133,158.109.XXX.XXX,1747061972
3,,2,RADIO_e4b342c701d9,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_18a56957c554,AP_06d065f10317,635,AP-CIEN133,158.109.XXX.XXX,1747061972
1,100,0,RADIO_4e245a7c5f1a,0,Radio 5 GHz,802.11ax,2x2:2,Up,18.0,7.0,IAP,18,10.6.0.3_90581,Bellaterra,IP_fc0529d39d99,AP_445b60168dbc,635,AP-BIBCIE07,158.109.XXX.XXX,1749103003
0,6,1,RADIO_a68c8858739e,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,66.0,IAP,18,10.6.0.3_90581,Bellaterra,IP_fc0529d39d99,AP_445b60168dbc,635,AP-BIBCIE07,158.109.XXX.XXX,1749103003
3,,2,RADIO_f5386480ebf3,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,18,10.6.0.3_90581,Bellaterra,IP_fc0529d39d99,AP_445b60168dbc,635,AP-BIBCIE07,158.109.XXX.XXX,1749103003
1,48,0,RADIO_a4cccf1e6e04,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,2.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_e89edae91619,AP_21f2ccaa8869,635,AP-CIEN137,158.109.XXX.XXX,1747356295
0,1,1,RADIO_91edec86383f,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,47.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_e89edae91619,AP_21f2ccaa8869,635,AP-CIEN137,158.109.XXX.XXX,1747356295
3,,2,RADIO_c94878f3e3fc,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_e89edae91619,AP_21f2ccaa8869,635,AP-CIEN137,158.109.XXX.XXX,1747356295
1,112,0,RADIO_6ac4d969b809,0,Radio 5 GHz,802.11ax,2x2:2,Down,21.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_63768b4ed76d,AP_e4e3b77a9a88,635,AP-LLET143,158.109.XXX.XXX,1748064368
0,6,1,RADIO_00cfadc58bd4,0,Radio 2.4 GHz,802.11ax,2x2:2,Down,10.0,36.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_63768b4ed76d,AP_e4e3b77a9a88,635,AP-LLET143,158.109.XXX.XXX,1748064368
3,,2,RADIO_a572ff8f6a6a,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_63768b4ed76d,AP_e4e3b77a9a88,635,AP-LLET143,158.109.XXX.XXX,1748064368
1,64,0,RADIO_543ffe5237b9,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,3.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_263393a3aa04,AP_eb595eb482e1,635,AP-FTI04,158.109.XXX.XXX,1747356294
0,11,1,RADIO_04138af214fe,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,42.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_263393a3aa04,AP_eb595eb482e1,635,AP-FTI04,158.109.XXX.XXX,1747356294
3,,2,RADIO_8a497eb20ae8,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,14,10.6.0.3_90581,Bellaterra,IP_263393a3aa04,AP_eb595eb482e1,635,AP-FTI04,158.109.XXX.XXX,1747356294
1,40,0,RADIO_f9e335bfc33b,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_1faa4ef514ec,AP_f34b72299694,635,AP-ETSE51,158.109.XXX.XXX,1747066716
0,6,1,RADIO_5a9065e6524f,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,27.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_1faa4ef514ec,AP_f34b72299694,635,AP-ETSE51,158.109.XXX.XXX,1747066716
3,,2,RADIO_2a9698c07f4b,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_1faa4ef514ec,AP_f34b72299694,635,AP-ETSE51,158.109.XXX.XXX,1747066716
1,104,0,RADIO_2a72d334ed54,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,4.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_677a3c776632,AP_c2437dbec7c2,635,AP-SI15,158.109.XXX.XXX,1747964146
0,1,1,RADIO_1bdaf1fb3e23,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,55.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_677a3c776632,AP_c2437dbec7c2,635,AP-SI15,158.109.XXX.XXX,1747964146
3,,2,RADIO_7ced92dd4e1f,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,6,10.6.0.3_90581,Bellaterra,IP_677a3c776632,AP_c2437dbec7c2,635,AP-SI15,158.109.XXX.XXX,1747964146
1,116,0,RADIO_63a1c67b0f4d,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,3.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_cf32dbb9f80a,AP_a9e7c3df2da4,635,AP-FTI03,158.109.XXX.XXX,1747356292
0,1,1,RADIO_351232723f33,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,25.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_cf32dbb9f80a,AP_a9e7c3df2da4,635,AP-FTI03,158.109.XXX.XXX,1747356292
3,,2,RADIO_2e298a0f99e0,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_cf32dbb9f80a,AP_a9e7c3df2da4,635,AP-FTI03,158.109.XXX.XXX,1747356292
1,132,0,RADIO_e01a90383ca2,0,Radio 5 GHz,802.11ax,2x2:2,Up,19.0,4.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_17ba1d29e02f,AP_6f94302b4188,635,AP-REC26,158.109.XXX.XXX,1747356290
0,11,1,RADIO_d3d4333c49f0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,21.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_17ba1d29e02f,AP_6f94302b4188,635,AP-REC26,158.109.XXX.XXX,1747356290
3,,2,RADIO_a56da017a299,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,7,10.6.0.3_90581,Bellaterra,IP_17ba1d29e02f,AP_6f94302b4188,635,AP-REC26,158.109.XXX.XXX,1747356290
1,128,0,RADIO_ea53a9d0a8a9,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_e84c4b9bc425,AP_7a0e54e8a40b,635,AP-REC25,158.109.XXX.XXX,1747356293
0,6,1,RADIO_3d1b008484c5,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,53.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_e84c4b9bc425,AP_7a0e54e8a40b,635,AP-REC25,158.109.XXX.XXX,1747356293
3,,2,RADIO_105fdda9d4fe,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_e84c4b9bc425,AP_7a0e54e8a40b,635,AP-REC25,158.109.XXX.XXX,1747356293
1,136,0,RADIO_4605d2c0b4d4,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,3.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0cee62759ad9,AP_9de9e2e6ac38,635,AP-ETSE42,158.109.XXX.XXX,1747356469
0,11,1,RADIO_f3a783cbcb04,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,39.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_0cee62759ad9,AP_9de9e2e6ac38,635,AP-ETSE42,158.109.XXX.XXX,1747356469
3,,2,RADIO_60f4eb017b3c,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_0cee62759ad9,AP_9de9e2e6ac38,635,AP-ETSE42,158.109.XXX.XXX,1747356469
1,128,0,RADIO_c48457807343,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,4.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_84c891d1ed95,AP_6e26d8381caa,635,AP-LLET114,158.109.XXX.XXX,1748926693
0,1,1,RADIO_af674462ec3b,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,62.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_84c891d1ed95,AP_6e26d8381caa,635,AP-LLET114,158.109.XXX.XXX,1748926693
3,,2,RADIO_b2a8b520521c,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,10,10.6.0.3_90581,Bellaterra,IP_84c891d1ed95,AP_6e26d8381caa,635,AP-LLET114,158.109.XXX.XXX,1748926693
1,120,0,RADIO_9758bc229442,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_4b8c756426c8,AP_5dc78fabbfa8,635,AP-ETSE44,158.109.XXX.XXX,1747080405
0,6,1,RADIO_e8b862a8cc2a,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,36.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_4b8c756426c8,AP_5dc78fabbfa8,635,AP-ETSE44,158.109.XXX.XXX,1747080405
3,,2,RADIO_cb9f841c5400,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_4b8c756426c8,AP_5dc78fabbfa8,635,AP-ETSE44,158.109.XXX.XXX,1747080405
1,136,0,RADIO_2727074e8b9c,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,4.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c022e47faed1,AP_6f6dd13057d7,635,AP-B13-01,158.109.XXX.XXX,1749655453
0,11,1,RADIO_ed8c4d4beddb,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,4.0,6.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c022e47faed1,AP_6f6dd13057d7,635,AP-B13-01,158.109.XXX.XXX,1749655453
3,,2,RADIO_391dfb66f02d,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_c022e47faed1,AP_6f6dd13057d7,635,AP-B13-01,158.109.XXX.XXX,1749655453
1,100,0,RADIO_994d13ca0c85,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,3.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad213730820c,AP_4235db92dad1,635,AP-ETSE64,158.109.XXX.XXX,1747074651
0,6,1,RADIO_68808a1638e1,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,59.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad213730820c,AP_4235db92dad1,635,AP-ETSE64,158.109.XXX.XXX,1747074651
3,,2,RADIO_9d54a8db04f1,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad213730820c,AP_4235db92dad1,635,AP-ETSE64,158.109.XXX.XXX,1747074651
1,56,0,RADIO_506cb6eaf00e,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c96c69b51997,AP_cb29ec2ef015,635,AP-LLET113,158.109.XXX.XXX,1748926621
0,11,1,RADIO_e46bf495545b,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,47.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c96c69b51997,AP_cb29ec2ef015,635,AP-LLET113,158.109.XXX.XXX,1748926621
3,,2,RADIO_9713bb51037d,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_c96c69b51997,AP_cb29ec2ef015,635,AP-LLET113,158.109.XXX.XXX,1748926621
1,100,0,RADIO_8acec7a8aaf0,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,4.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_d041f6e72b68,AP_6294a0f976c4,635,AP-B13-02,158.109.XXX.XXX,1745928488
0,1,1,RADIO_d371d2b7e4c9,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,4.0,20.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_d041f6e72b68,AP_6294a0f976c4,635,AP-B13-02,158.109.XXX.XXX,1745928488
3,,2,RADIO_5a92385869de,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_d041f6e72b68,AP_6294a0f976c4,635,AP-B13-02,158.109.XXX.XXX,1745928488
1,140,0,RADIO_f0add656cbf4,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_db8cc7532dda,AP_12c29df544d5,635,AP-CIEN121,158.109.XXX.XXX,1747356290
0,11,1,RADIO_d8b00322c322,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,19.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_db8cc7532dda,AP_12c29df544d5,635,AP-CIEN121,158.109.XXX.XXX,1747356290
3,,2,RADIO_fc65c7f44753,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,4,10.6.0.3_90581,Bellaterra,IP_db8cc7532dda,AP_12c29df544d5,635,AP-CIEN121,158.109.XXX.XXX,1747356290
1,120,0,RADIO_0c884125d796,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c0fccad45c16,AP_15c762633913,635,AP-GTIP17,158.109.XXX.XXX,1749541023
0,6,1,RADIO_63d7fdf044fc,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,20.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c0fccad45c16,AP_15c762633913,635,AP-GTIP17,158.109.XXX.XXX,1749541023
3,,2,RADIO_a3a0c11c28dc,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_c0fccad45c16,AP_15c762633913,635,AP-GTIP17,158.109.XXX.XXX,1749541023
